Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S,Survival
1,0,0.4732730877744082,0,0,135.6333,1.0,0.0,0.0,1
3,1,2.4145141491766693,0,0,6.2375,0.0,0.0,1.0,0
2,0,0.4732730877744082,0,0,13.0,0.0,0.0,1.0,1
3,0,0.08502487549395601,1,1,20.525,0.0,0.0,1.0,1
1,0,-1.0797197613474008,0,1,57.9792,1.0,0.0,0.0,1
3,0,0.007375233037865566,2,0,23.25,0.0,1.0,0.0,1
1,1,1.2109446911072674,0,0,28.5,0.0,0.0,1.0,0
1,1,0.6285723726865892,0,1,153.4625,0.0,0.0,1.0,0
3,1,-1.0797197613474008,2,0,18.0,0.0,0.0,1.0,0
1,0,0.007375233037865566,1,0,133.65,0.0,0.0,1.0,1
3,1,0.007375233037865566,0,0,7.8958,0.0,0.0,1.0,0
1,1,-0.07027440941822488,1,0,66.6,0.0,0.0,1.0,0
1,0,0.8615213000548605,0,0,134.5,1.0,0.0,0.0,1
3,1,1.1721198698792223,0,0,8.05,0.0,0.0,1.0,1
1,1,1.1721198698792223,0,0,35.5,0.0,0.0,1.0,0
2,1,-2.1668147557326667,1,1,26.0,0.0,0.0,1.0,1
1,0,-0.4585226216986771,3,2,263.0,0.0,0.0,1.0,1
2,1,-0.14792405187431534,0,0,13.0,0.0,0.0,1.0,0
2,1,-0.3808729792425867,0,0,13.0,0.0,0.0,1.0,0
2,1,0.4732730877744082,0,0,13.0,0.0,0.0,1.0,0
2,0,-0.4585226216986771,0,0,13.0,0.0,0.0,1.0,1
2,0,0.7838716575987701,0,0,13.0,0.0,0.0,1.0,1
3,0,0.007375233037865566,1,0,16.1,0.0,0.0,1.0,1
3,1,-2.0891651132765765,1,1,15.9,0.0,0.0,1.0,1
3,1,0.9391709425109508,0,0,8.6625,0.0,0.0,1.0,0
3,1,-0.5361722641547676,0,0,9.225,0.0,0.0,1.0,0
1,1,0.007375233037865566,0,0,35.0,0.0,0.0,1.0,0
3,1,-1.1573694038034912,1,1,7.2292,1.0,0.0,0.0,0
3,1,-0.3808729792425867,1,0,17.8,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.225,1.0,0.0,0.0,0
3,1,-0.14792405187431534,0,0,9.5,0.0,0.0,1.0,0
1,0,-0.6138219066108579,0,1,55.0,0.0,0.0,1.0,1
2,0,0.6285723726865892,0,0,13.0,0.0,0.0,1.0,0
3,0,0.007375233037865566,0,0,7.8792,0.0,1.0,0.0,1
3,0,0.007375233037865566,0,0,7.8792,0.0,1.0,0.0,1
3,1,0.7838716575987701,1,4,27.9,0.0,0.0,1.0,0
2,1,-0.07027440941822488,1,0,27.7208,1.0,0.0,0.0,0
3,0,1.1721198698792223,0,1,14.4542,1.0,0.0,0.0,0
3,1,0.3956234453183177,0,0,7.05,0.0,0.0,1.0,0
3,1,0.007375233037865566,1,0,15.5,0.0,1.0,0.0,0
3,1,0.007375233037865566,0,0,7.25,0.0,0.0,1.0,0
1,0,2.336864506720579,1,0,75.25,1.0,0.0,0.0,1
3,0,0.007375233037865566,0,0,7.2292,1.0,0.0,0.0,1
3,0,0.007375233037865566,0,0,7.75,0.0,1.0,0.0,1
1,0,-0.4585226216986771,0,0,69.3,1.0,0.0,0.0,1
1,1,-0.3808729792425867,1,0,55.4417,1.0,0.0,0.0,1
3,1,-0.92442047643522,1,0,6.4958,0.0,0.0,1.0,0
3,1,-0.8467708339791293,0,0,8.05,0.0,0.0,1.0,0
1,1,-0.6138219066108579,0,0,135.6333,1.0,0.0,0.0,0
3,0,-2.0891651132765765,3,1,21.075,0.0,0.0,1.0,0
1,0,0.007375233037865566,1,0,82.1708,1.0,0.0,0.0,1
3,0,-0.6138219066108579,0,0,7.25,0.0,0.0,1.0,1
1,1,-0.22557369433040575,0,2,211.5,1.0,0.0,0.0,0
3,1,-0.7691211915230389,0,0,4.0125,1.0,0.0,0.0,0
3,1,-0.8467708339791293,0,0,7.775,0.0,0.0,1.0,0
1,0,0.9391709425109508,0,0,227.525,1.0,0.0,0.0,1
3,0,-2.2444643981887573,0,2,15.7417,1.0,0.0,0.0,1
3,1,0.16267451795004645,0,0,7.925,0.0,0.0,1.0,0
1,0,0.3956234453183177,1,0,52.0,0.0,0.0,1.0,1
3,1,0.007375233037865566,0,0,7.8958,0.0,0.0,1.0,0
2,1,-0.92442047643522,0,0,73.5,0.0,0.0,1.0,0
3,1,-2.2444643981887573,5,2,46.9,0.0,0.0,1.0,0
2,0,0.4732730877744082,0,0,13.0,0.0,0.0,1.0,1
3,1,0.007375233037865566,0,0,7.7292,0.0,1.0,0.0,0
2,0,-1.0020701188913104,0,0,12.0,1.0,0.0,0.0,1
1,1,0.4732730877744082,1,2,120.0,0.0,0.0,1.0,1
3,1,-0.6914715490669485,0,0,7.7958,0.0,0.0,1.0,1
3,1,-0.14792405187431534,2,0,7.925,0.0,0.0,1.0,0
1,0,-0.5361722641547676,1,0,113.275,1.0,0.0,0.0,1
3,0,-0.4585226216986771,0,2,16.7,0.0,0.0,1.0,1
3,1,-0.6138219066108579,0,0,7.7958,0.0,0.0,1.0,0
3,0,0.08502487549395601,0,0,7.8542,0.0,0.0,1.0,0
2,1,1.2497695123353127,0,0,26.0,0.0,0.0,1.0,0
2,1,-0.5361722641547676,0,0,10.5,0.0,0.0,1.0,0
2,0,-0.14792405187431534,0,0,12.65,0.0,0.0,1.0,1
3,1,0.7062220151426796,0,0,7.925,0.0,0.0,1.0,1
3,1,-0.3032233367864962,0,0,8.05,0.0,0.0,1.0,0
3,0,-0.6914715490669485,1,0,9.825,0.0,0.0,1.0,0
3,1,-0.14792405187431534,1,0,15.85,0.0,0.0,1.0,0
3,0,-0.7691211915230389,0,0,8.6625,0.0,0.0,1.0,0
2,1,0.3179738028622274,1,0,21.0,0.0,0.0,1.0,0
3,1,1.638017724615765,0,0,7.75,0.0,0.0,1.0,0
2,1,-2.0891651132765765,1,1,18.75,0.0,0.0,1.0,1
3,1,-0.6914715490669485,0,0,7.775,0.0,0.0,1.0,0
3,0,0.007375233037865566,3,1,25.4667,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.8958,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,6.8583,0.0,1.0,0.0,0
1,0,0.2403241604061369,1,0,90.0,0.0,1.0,0.0,1
2,1,0.007375233037865566,0,0,0.0,0.0,0.0,1.0,0
3,1,1.0944702274231322,0,0,7.925,0.0,0.0,1.0,1
3,0,0.007375233037865566,0,0,8.05,0.0,0.0,1.0,0
2,0,0.3179738028622274,1,1,32.5,0.0,0.0,1.0,1
2,0,-0.92442047643522,0,2,13.0,0.0,0.0,1.0,1
2,1,0.007375233037865566,0,0,13.0,0.0,0.0,1.0,0
3,0,-1.5456176160839434,0,2,24.15,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.8958,1.0,0.0,0.0,0
3,1,-0.6914715490669485,0,0,7.7333,0.0,1.0,0.0,0
3,1,-0.07027440941822488,0,0,7.875,0.0,0.0,1.0,0
3,0,-0.14792405187431534,1,1,14.4,0.0,0.0,1.0,0
3,1,-0.92442047643522,1,1,20.2125,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.25,0.0,0.0,1.0,0
2,0,-0.14792405187431534,1,0,26.0,0.0,0.0,1.0,1
2,0,-0.8467708339791293,0,0,26.0,0.0,0.0,1.0,1
3,1,0.007375233037865566,0,0,7.75,0.0,1.0,0.0,0
3,1,0.16267451795004645,0,0,8.05,0.0,0.0,1.0,1
1,1,-0.14792405187431534,0,0,26.55,0.0,0.0,1.0,1
3,0,0.007375233037865566,1,0,16.1,0.0,0.0,1.0,1
2,0,0.9391709425109508,1,0,26.0,0.0,0.0,1.0,1
3,1,-1.0020701188913104,0,0,7.125,0.0,0.0,1.0,0
1,1,1.5603680821596746,1,0,55.9,0.0,0.0,1.0,0
1,0,-1.2350190462595816,1,2,120.0,0.0,0.0,1.0,1
3,0,-0.6914715490669485,2,2,34.375,0.0,0.0,1.0,0
2,0,-0.4585226216986771,2,3,18.75,0.0,0.0,1.0,1
1,1,2.6474630765449407,1,4,263.0,0.0,0.0,1.0,0
2,1,0.08502487549395601,0,0,10.5,0.0,0.0,1.0,0
2,0,1.1721198698792223,1,1,26.25,0.0,0.0,1.0,1
3,1,-0.7691211915230389,0,0,9.5,0.0,0.0,1.0,0
3,1,-0.3808729792425867,1,0,7.775,0.0,0.0,1.0,0
2,0,-0.14792405187431534,0,0,13.0,0.0,0.0,1.0,1
3,1,0.007375233037865566,0,0,8.1125,0.0,0.0,1.0,1
1,1,-2.0115154708204863,0,2,81.8583,0.0,0.0,1.0,1
2,0,-1.312668688715672,0,1,19.5,0.0,0.0,1.0,1
1,1,0.3179738028622274,0,0,26.55,0.0,0.0,1.0,1
3,0,-1.933865828364396,2,1,19.2583,1.0,0.0,0.0,1
1,1,1.7156673670718554,0,0,30.5,0.0,0.0,1.0,1
2,1,0.4732730877744082,1,2,27.75,0.0,0.0,1.0,0
3,1,0.007375233037865566,1,0,19.9667,0.0,0.0,1.0,0
1,1,0.007375233037865566,0,0,27.75,1.0,0.0,0.0,0
1,1,1.4827184397035842,1,0,89.1042,1.0,0.0,0.0,1
3,1,0.007375233037865566,0,0,8.05,0.0,0.0,1.0,0
3,1,-0.07027440941822488,0,0,7.8958,1.0,0.0,0.0,1
1,1,2.725112719001032,0,0,26.55,0.0,0.0,1.0,0
1,0,0.007375233037865566,1,0,51.8625,0.0,0.0,1.0,1
2,0,1.5603680821596746,0,0,10.5,0.0,0.0,1.0,1
3,1,0.007375233037865566,0,0,7.75,0.0,1.0,0.0,0
1,1,1.4050687972474936,0,0,26.55,0.0,0.0,1.0,1
3,1,0.3179738028622274,0,0,8.05,0.0,0.0,1.0,0
1,1,1.3274191547914032,0,0,38.5,0.0,0.0,1.0,0
2,1,1.4050687972474936,0,0,13.0,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,8.05,0.0,0.0,1.0,0
3,1,0.6285723726865892,0,0,7.05,0.0,0.0,1.0,0
2,1,0.007375233037865566,0,0,0.0,0.0,0.0,1.0,0
1,1,2.026265936896217,0,0,26.55,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.725,0.0,1.0,0.0,0
3,0,-2.26387680880278,2,1,19.2583,1.0,0.0,0.0,1
3,1,0.007375233037865566,0,0,7.25,0.0,0.0,1.0,0
3,1,0.6285723726865892,0,0,8.6625,0.0,0.0,1.0,0
2,0,0.2403241604061369,1,2,27.75,0.0,0.0,1.0,1
2,0,-0.5361722641547676,0,0,13.7917,1.0,0.0,0.0,1
3,0,-0.6138219066108579,0,0,9.8375,0.0,0.0,1.0,0
1,1,0.007375233037865566,0,0,52.0,0.0,0.0,1.0,0
2,1,0.3179738028622274,1,0,21.0,0.0,0.0,1.0,0
3,1,-0.07027440941822488,1,0,7.0458,0.0,0.0,1.0,0
3,1,-0.6138219066108579,0,0,7.5208,0.0,0.0,1.0,0
3,0,-2.1668147557326667,0,1,12.2875,0.0,0.0,1.0,1
3,1,-1.6232672585400338,5,2,46.9,0.0,0.0,1.0,0
2,1,0.007375233037865566,0,0,0.0,0.0,0.0,1.0,0
3,1,1.5603680821596746,0,0,8.05,0.0,0.0,1.0,0
3,0,2.5698134340888505,0,0,9.5875,0.0,0.0,1.0,1
1,1,-0.3808729792425867,1,0,91.0792,1.0,0.0,0.0,1
3,0,0.007375233037865566,3,1,25.4667,0.0,0.0,1.0,0
1,0,0.3956234453183177,1,0,90.0,0.0,0.0,1.0,1
1,1,2.1815652218083983,0,0,29.7,1.0,0.0,0.0,0
3,1,0.007375233037865566,0,0,8.05,0.0,0.0,1.0,0
3,1,-1.6232672585400338,1,1,15.9,0.0,0.0,1.0,1
3,1,0.007375233037865566,1,0,19.9667,0.0,0.0,1.0,0
3,1,-0.6914715490669485,0,0,7.25,0.0,0.0,1.0,0
1,1,1.9486162944401269,0,0,30.5,0.0,0.0,1.0,0
1,1,3.191010573737574,0,0,49.5042,1.0,0.0,0.0,0
3,1,-0.6914715490669485,0,0,8.05,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,14.4583,1.0,0.0,0.0,0
1,0,1.870966651984036,1,0,78.2667,1.0,0.0,0.0,1
3,1,0.007375233037865566,0,0,15.1,0.0,0.0,1.0,0
1,0,-0.3808729792425867,1,2,151.55,0.0,0.0,1.0,0
3,1,-0.4585226216986771,0,0,7.7958,0.0,0.0,1.0,0
3,1,-1.0020701188913104,0,0,8.6625,0.0,0.0,1.0,0
3,0,-0.6914715490669485,0,0,7.75,0.0,1.0,0.0,0
3,0,0.007375233037865566,0,0,7.6292,0.0,1.0,0.0,0
3,0,0.5509227302304988,0,0,9.5875,0.0,0.0,1.0,0
1,0,-1.0797197613474008,0,0,86.5,0.0,0.0,1.0,1
1,1,-0.92442047643522,1,0,108.9,1.0,0.0,0.0,0
2,0,0.2403241604061369,0,2,26.0,0.0,0.0,1.0,1
1,1,0.007375233037865566,0,0,26.55,0.0,0.0,1.0,1
3,1,-0.14792405187431534,0,0,22.525,0.0,0.0,1.0,0
3,1,-0.3032233367864962,0,0,56.4958,0.0,0.0,1.0,1
3,1,-0.07027440941822488,0,0,7.75,0.0,1.0,0.0,1
3,1,0.007375233037865566,0,0,8.05,0.0,0.0,1.0,0
1,1,0.4732730877744082,0,0,26.2875,0.0,0.0,1.0,1
1,0,1.870966651984036,1,0,59.4,1.0,0.0,0.0,1
3,1,-0.4585226216986771,0,0,7.4958,0.0,0.0,1.0,0
1,1,1.3274191547914032,0,0,34.0208,0.0,0.0,1.0,0
2,0,0.3179738028622274,0,0,10.5,0.0,0.0,1.0,1
3,1,0.007375233037865566,0,0,24.15,0.0,1.0,0.0,0
2,0,0.4732730877744082,1,0,26.0,0.0,0.0,1.0,1
3,1,0.16267451795004645,0,0,7.8958,0.0,0.0,1.0,0
1,0,0.007375233037865566,0,0,93.5,0.0,0.0,1.0,1
3,1,-0.6138219066108579,0,0,7.8958,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.225,1.0,0.0,0.0,0
1,0,1.0944702274231322,0,1,57.9792,1.0,0.0,0.0,1
3,1,0.007375233037865566,0,0,7.2292,1.0,0.0,0.0,0
3,1,0.8226964788268153,0,0,7.75,0.0,1.0,0.0,0
2,0,1.5603680821596746,0,0,10.5,0.0,0.0,1.0,1
1,1,0.007375233037865566,0,0,221.7792,0.0,0.0,1.0,0
3,1,0.7062220151426796,0,0,7.925,0.0,0.0,1.0,0
2,1,-0.5361722641547676,2,1,11.5,0.0,0.0,1.0,0
2,0,-2.1668147557326667,1,1,26.0,0.0,0.0,1.0,1
3,1,0.007375233037865566,0,0,7.2292,1.0,0.0,0.0,0
3,1,-1.0020701188913104,1,1,7.2292,1.0,0.0,0.0,0
3,0,0.007375233037865566,0,2,22.3583,1.0,0.0,0.0,1
3,0,0.007375233037865566,0,0,8.6625,0.0,0.0,1.0,0
2,0,-1.7785665434522149,0,2,26.25,0.0,0.0,1.0,1
1,1,1.1721198698792223,0,0,26.55,0.0,0.0,1.0,0
1,0,0.007375233037865566,0,0,106.425,1.0,0.0,0.0,1
3,1,0.007375233037865566,0,0,14.5,0.0,0.0,1.0,0
1,0,-0.6138219066108579,0,2,49.5,1.0,0.0,0.0,1
1,0,0.4732730877744082,0,2,71.0,0.0,0.0,1.0,1
3,0,-1.6232672585400338,4,2,31.275,0.0,0.0,1.0,0
3,0,-1.467967973627853,4,2,31.275,0.0,0.0,1.0,0
2,1,0.16267451795004645,1,0,26.0,0.0,0.0,1.0,1
1,1,1.5603680821596746,1,0,106.425,1.0,0.0,0.0,0
1,1,2.6474630765449407,0,0,26.0,0.0,0.0,1.0,0
2,0,-0.8467708339791293,1,0,26.0,0.0,0.0,1.0,1
2,1,0.007375233037865566,0,0,13.8625,1.0,0.0,0.0,1
3,1,0.2403241604061369,1,1,20.525,0.0,0.0,1.0,0
2,1,-1.7009169009961242,1,1,36.75,0.0,0.0,1.0,1
1,1,-1.0020701188913104,0,2,110.8833,1.0,0.0,0.0,1
2,1,-0.22557369433040575,0,0,26.0,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.8292,0.0,1.0,0.0,0
3,1,-0.6138219066108579,0,0,7.225,1.0,0.0,0.0,1
3,0,-0.6138219066108579,0,0,7.775,0.0,0.0,1.0,1
1,1,2.49216379163276,0,0,26.55,0.0,0.0,1.0,0
1,0,1.4050687972474936,1,0,39.6,1.0,0.0,0.0,1
1,1,0.007375233037865566,0,0,227.525,1.0,0.0,0.0,0
1,0,0.7062220151426796,1,1,79.65,0.0,0.0,1.0,1
3,0,0.4732730877744082,1,0,17.4,0.0,0.0,1.0,1
3,1,0.007375233037865566,0,0,7.75,0.0,1.0,0.0,0
3,1,0.7838716575987701,0,0,7.8958,0.0,0.0,1.0,0
2,1,-0.14792405187431534,0,0,13.5,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,8.05,0.0,0.0,1.0,0
3,0,0.007375233037865566,0,0,8.05,0.0,0.0,1.0,0
3,1,-0.4585226216986771,2,0,24.15,0.0,0.0,1.0,0
3,1,-0.8467708339791293,0,0,7.8958,0.0,0.0,1.0,0
3,0,-0.07027440941822488,0,4,21.075,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.2292,1.0,0.0,0.0,0
3,1,0.16267451795004645,0,0,7.8542,0.0,0.0,1.0,1
2,1,2.49216379163276,0,0,10.5,0.0,0.0,1.0,1
1,0,1.7933170095279458,2,0,51.4792,0.0,0.0,1.0,1
1,1,0.4732730877744082,0,0,26.3875,0.0,0.0,1.0,1
3,0,0.007375233037865566,0,0,7.75,0.0,1.0,0.0,1
3,1,-1.0797197613474008,0,0,8.05,0.0,0.0,1.0,0
3,1,-0.8467708339791293,0,0,14.5,0.0,0.0,1.0,0
2,0,0.3179738028622274,0,0,13.0,0.0,0.0,1.0,1
1,0,0.7062220151426796,1,0,55.9,0.0,0.0,1.0,1
3,0,0.007375233037865566,1,0,14.4583,1.0,0.0,0.0,0
3,1,0.16267451795004645,0,0,7.925,0.0,0.0,1.0,1
2,0,-0.3808729792425867,1,1,30.0,0.0,0.0,1.0,1
1,0,0.7062220151426796,1,1,110.8833,1.0,0.0,0.0,1
2,1,1.870966651984036,0,0,26.0,0.0,0.0,1.0,0
1,1,0.4732730877744082,0,0,40.125,1.0,0.0,0.0,0
3,1,0.007375233037865566,0,0,8.7125,1.0,0.0,0.0,0
1,0,-0.92442047643522,0,2,79.65,0.0,0.0,1.0,1
2,1,1.3274191547914032,0,0,15.0,0.0,0.0,1.0,0
1,1,2.336864506720579,1,1,79.2,1.0,0.0,0.0,1
3,1,-0.6138219066108579,0,0,8.05,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,8.05,0.0,0.0,1.0,0
3,1,0.3956234453183177,0,0,7.125,0.0,0.0,1.0,0
1,0,1.7156673670718554,1,0,78.2667,1.0,0.0,0.0,1
3,1,1.3274191547914032,0,0,7.25,0.0,0.0,1.0,0
3,0,0.007375233037865566,0,2,7.75,0.0,1.0,0.0,0
2,1,0.5509227302304988,1,0,26.0,0.0,0.0,1.0,0
3,1,0.4732730877744082,1,1,24.15,0.0,0.0,1.0,0
2,0,0.007375233037865566,0,0,33.0,0.0,0.0,1.0,1
3,1,1.4827184397035842,0,0,0.0,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.225,1.0,0.0,0.0,0
1,1,1.4827184397035842,1,0,56.9292,1.0,0.0,0.0,1
2,0,-0.4585226216986771,2,1,27.0,0.0,0.0,1.0,1
3,1,0.007375233037865566,0,0,7.8958,0.0,0.0,1.0,0
1,1,0.007375233037865566,0,0,42.4,0.0,0.0,1.0,0
3,1,1.0944702274231322,0,0,8.05,0.0,0.0,1.0,0
1,1,0.3956234453183177,0,0,26.55,1.0,0.0,0.0,1
3,1,0.4732730877744082,1,0,15.55,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.8958,0.0,0.0,1.0,0
1,1,-0.22557369433040575,0,0,30.5,0.0,0.0,1.0,1
2,0,-0.6138219066108579,1,2,41.5792,1.0,0.0,0.0,1
1,0,0.7838716575987701,0,0,153.4625,0.0,0.0,1.0,1
3,0,0.7062220151426796,1,5,31.275,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.05,0.0,0.0,1.0,0
3,0,0.007375233037865566,1,0,15.5,0.0,1.0,0.0,1
3,1,0.007375233037865566,0,0,7.75,0.0,1.0,0.0,0
3,1,0.3956234453183177,0,0,8.05,0.0,0.0,1.0,0
2,0,-0.4585226216986771,1,2,65.0,0.0,0.0,1.0,1
3,1,0.3179738028622274,1,1,14.4,0.0,0.0,1.0,0
3,0,-0.3032233367864962,1,0,16.1,0.0,0.0,1.0,0
2,0,-2.0115154708204863,2,1,39.0,0.0,0.0,1.0,1
2,1,-0.3032233367864962,0,0,10.5,0.0,0.0,1.0,0
3,1,-0.22557369433040575,1,0,14.4542,1.0,0.0,0.0,0
1,1,0.9391709425109508,1,0,52.5542,0.0,0.0,1.0,1
3,1,-0.7691211915230389,1,1,15.7417,1.0,0.0,0.0,1
3,1,-0.6914715490669485,0,0,7.8542,0.0,0.0,1.0,0
3,1,-0.6914715490669485,0,0,16.1,0.0,0.0,1.0,0
1,1,2.4145141491766693,0,0,32.3208,0.0,0.0,1.0,0
2,1,2.103915579352308,0,0,12.35,0.0,1.0,0.0,0
1,0,-0.6914715490669485,0,0,77.9583,0.0,0.0,1.0,1
3,1,-0.3032233367864962,0,0,7.8958,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.7333,0.0,1.0,0.0,0
1,1,3.889857355842388,0,0,30.0,0.0,0.0,1.0,1
3,1,1.638017724615765,0,0,7.0542,0.0,0.0,1.0,0
1,1,0.16267451795004645,0,0,30.5,1.0,0.0,0.0,1
1,1,0.007375233037865566,0,0,0.0,0.0,0.0,1.0,0
3,0,-1.6232672585400338,3,2,27.9,0.0,0.0,1.0,0
2,0,-0.14792405187431534,0,0,13.0,0.0,0.0,1.0,1
3,1,0.16267451795004645,0,0,7.925,0.0,0.0,1.0,0
2,1,0.08502487549395601,1,1,26.25,0.0,0.0,1.0,0
3,0,0.8615213000548605,0,5,39.6875,0.0,0.0,1.0,0
3,1,0.007375233037865566,1,0,16.1,0.0,0.0,1.0,0
3,1,-0.7691211915230389,0,0,7.8542,0.0,0.0,1.0,0
1,0,-0.4585226216986771,0,0,69.3,1.0,0.0,0.0,1
3,0,-2.1668147557326667,3,2,27.9,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,56.4958,0.0,0.0,1.0,1
3,0,-2.26387680880278,2,1,19.2583,1.0,0.0,0.0,1
1,1,1.4050687972474936,1,0,76.7292,1.0,0.0,0.0,1
3,1,-0.8467708339791293,0,0,7.8958,0.0,0.0,1.0,0
1,1,2.026265936896217,0,0,35.5,1.0,0.0,0.0,1
3,1,0.007375233037865566,0,0,7.55,0.0,0.0,1.0,0
3,0,-0.5361722641547676,0,0,7.55,0.0,0.0,1.0,1
3,1,0.007375233037865566,0,0,7.8958,0.0,0.0,1.0,0
2,0,-0.92442047643522,0,1,23.0,0.0,0.0,1.0,1
3,1,-0.6914715490669485,0,0,8.4333,0.0,0.0,1.0,0
