Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S,Survival
3,0,0.007375233037865566,0,0,7.8292,0.0,1.0,0.0,1
3,0,-0.92442047643522,0,0,6.75,0.0,1.0,0.0,0
2,1,-0.4585226216986771,2,0,73.5,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.8958,0.0,0.0,1.0,0
3,0,0.16267451795004645,1,1,15.5,0.0,1.0,0.0,0
2,1,-0.5361722641547676,0,0,13.0,0.0,0.0,1.0,0
1,1,2.1815652218083983,0,2,113.275,1.0,0.0,0.0,0
1,1,1.5603680821596746,2,0,133.65,0.0,0.0,1.0,1
3,1,0.7838716575987701,0,0,7.225,1.0,0.0,0.0,0
1,1,1.3274191547914032,0,0,25.5875,0.0,0.0,1.0,0
3,1,0.4732730877744082,0,0,7.4958,0.0,0.0,1.0,0
3,1,-0.7691211915230389,1,0,7.925,0.0,0.0,1.0,1
2,1,0.16267451795004645,2,0,73.5,0.0,0.0,1.0,0
2,1,-0.3808729792425867,0,0,13.0,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.775,0.0,0.0,1.0,0
3,1,1.0168205849670413,0,0,8.05,0.0,0.0,1.0,0
1,0,0.007375233037865566,1,0,52.0,0.0,0.0,1.0,1
2,0,0.7838716575987701,1,1,39.0,0.0,0.0,1.0,1
1,1,0.08502487549395601,1,0,52.0,0.0,0.0,1.0,0
2,1,3.113360931281484,0,0,10.5,0.0,0.0,1.0,0
2,1,0.08502487549395601,0,0,13.0,0.0,0.0,1.0,1
2,1,0.007375233037865566,0,0,0.0,0.0,0.0,1.0,0
3,1,-0.92442047643522,0,0,7.775,0.0,0.0,1.0,0
3,1,-0.4196978004706319,0,0,8.05,0.0,0.0,1.0,0
3,0,-0.92442047643522,0,0,9.8417,0.0,0.0,1.0,1
3,0,1.0168205849670413,1,6,46.9,0.0,0.0,1.0,0
1,1,0.4732730877744082,0,1,512.3292,1.0,0.0,0.0,1
3,0,0.007375233037865566,0,0,8.1375,0.0,1.0,0.0,0
1,1,-0.22557369433040575,0,0,76.7292,1.0,0.0,0.0,1
3,1,-0.7691211915230389,0,0,9.225,0.0,0.0,1.0,0
3,1,-1.2350190462595816,5,2,46.9,0.0,0.0,1.0,0
2,1,2.336864506720579,1,1,39.0,0.0,0.0,1.0,0
2,1,-0.3808729792425867,1,2,41.5792,1.0,0.0,0.0,0
3,1,-1.2350190462595816,4,1,39.6875,0.0,0.0,1.0,0
3,1,-0.8467708339791293,0,0,10.1708,0.0,0.0,1.0,0
3,1,-0.92442047643522,0,0,7.7958,0.0,0.0,1.0,0
1,0,-1.1573694038034912,0,1,211.3375,0.0,0.0,1.0,1
1,1,0.08502487549395601,1,0,57.0,0.0,0.0,1.0,1
3,0,-2.0115154708204863,0,1,13.4167,1.0,0.0,0.0,1
3,1,0.007375233037865566,0,0,56.4958,0.0,0.0,1.0,1
3,1,-0.3808729792425867,0,0,7.225,1.0,0.0,0.0,0
1,1,2.336864506720579,0,0,26.55,0.0,0.0,1.0,0
2,1,1.7156673670718554,0,0,13.5,0.0,0.0,1.0,0
3,1,1.0944702274231322,0,0,8.05,0.0,0.0,1.0,0
3,0,0.007375233037865566,0,0,7.7333,0.0,1.0,0.0,1
1,1,1.4827184397035842,1,1,110.8833,1.0,0.0,0.0,0
3,1,0.9391709425109508,0,0,7.65,0.0,0.0,1.0,0
1,0,-0.92442047643522,1,0,227.525,1.0,0.0,0.0,1
1,1,0.3956234453183177,0,0,26.2875,0.0,0.0,1.0,1
3,0,-0.92442047643522,0,1,14.4542,1.0,0.0,0.0,0
3,1,-0.3808729792425867,0,0,7.7417,0.0,1.0,0.0,0
3,1,-0.3032233367864962,1,0,7.8542,0.0,0.0,1.0,0
2,1,0.7062220151426796,0,0,26.0,0.0,0.0,1.0,0
2,0,1.1721198698792223,0,0,13.5,0.0,0.0,1.0,1
1,1,0.9391709425109508,0,0,26.2875,0.0,0.0,1.0,1
1,0,-0.6138219066108579,0,0,151.55,0.0,0.0,1.0,1
3,1,0.007375233037865566,1,1,15.2458,1.0,0.0,0.0,1
1,0,-0.4585226216986771,0,0,49.5042,1.0,0.0,0.0,1
1,1,0.007375233037865566,0,0,26.55,0.0,0.0,1.0,0
1,1,1.4050687972474936,1,0,52.0,0.0,0.0,1.0,1
3,1,-0.07027440941822488,0,0,9.4833,0.0,0.0,1.0,0
2,1,1.7156673670718554,0,0,13.0,0.0,0.0,1.0,0
3,1,-0.8467708339791293,0,0,7.65,0.0,0.0,1.0,0
1,0,0.6285723726865892,0,0,227.525,1.0,0.0,0.0,1
2,0,-0.22557369433040575,0,0,10.5,0.0,0.0,1.0,1
3,1,0.007375233037865566,0,0,15.5,0.0,1.0,0.0,0
3,1,0.2403241604061369,0,0,7.775,0.0,0.0,1.0,0
2,0,-1.8562161859083053,0,1,33.0,0.0,0.0,1.0,1
3,1,-1.0020701188913104,1,0,7.0542,0.0,0.0,1.0,0
2,1,0.3179738028622274,0,0,13.0,0.0,0.0,1.0,0
2,1,1.5603680821596746,0,0,13.0,0.0,0.0,1.0,0
1,1,-0.22557369433040575,1,0,53.1,0.0,0.0,1.0,1
3,1,-0.7691211915230389,0,0,8.6625,0.0,0.0,1.0,0
2,0,0.007375233037865566,3,0,21.0,0.0,0.0,1.0,1
3,0,0.007375233037865566,0,0,7.7375,0.0,1.0,0.0,1
2,1,-0.3808729792425867,1,0,26.0,0.0,0.0,1.0,0
3,0,-0.3808729792425867,1,0,7.925,0.0,0.0,1.0,0
1,0,-0.07027440941822488,0,0,211.3375,0.0,0.0,1.0,1
3,1,-1.467967973627853,0,0,18.7875,1.0,0.0,0.0,0
2,1,0.007375233037865566,0,0,0.0,0.0,0.0,1.0,0
2,1,-0.5361722641547676,0,0,13.0,0.0,0.0,1.0,0
2,1,-0.5361722641547676,0,0,13.0,0.0,0.0,1.0,0
3,1,-0.10909923064627013,0,0,16.1,0.0,0.0,1.0,0
3,0,1.4050687972474936,1,3,34.375,0.0,0.0,1.0,0
1,1,0.3956234453183177,0,0,512.3292,1.0,0.0,0.0,1
3,1,0.007375233037865566,0,0,7.8958,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.8958,0.0,0.0,1.0,0
1,1,0.007375233037865566,0,0,30.0,0.0,0.0,1.0,1
1,1,0.4732730877744082,1,0,78.85,0.0,0.0,1.0,0
1,0,-0.6914715490669485,2,2,262.375,1.0,0.0,0.0,1
3,1,-0.4585226216986771,1,0,16.1,0.0,0.0,1.0,0
3,1,0.08502487549395601,0,0,7.925,0.0,0.0,1.0,1
1,1,3.113360931281484,1,1,71.0,0.0,0.0,1.0,0
3,1,-1.0797197613474008,1,1,20.25,0.0,0.0,1.0,0
2,0,0.007375233037865566,0,0,13.0,0.0,0.0,1.0,1
1,1,-0.8467708339791293,1,0,53.1,0.0,0.0,1.0,0
3,1,0.08502487549395601,0,0,7.75,0.0,1.0,0.0,0
2,0,-2.0115154708204863,1,1,23.0,0.0,0.0,1.0,1
3,1,-1.8562161859083053,0,1,12.475,0.0,0.0,1.0,1
3,1,0.2403241604061369,0,0,9.5,0.0,0.0,1.0,0
3,1,-0.5361722641547676,0,0,7.8958,0.0,0.0,1.0,0
2,0,1.4050687972474936,1,2,65.0,0.0,0.0,1.0,1
2,1,-2.2700887801992677,1,1,14.5,0.0,0.0,1.0,1
3,1,-0.14792405187431534,0,0,7.7958,0.0,0.0,1.0,0
2,1,-0.92442047643522,0,0,11.5,0.0,0.0,1.0,0
3,1,0.3179738028622274,0,0,8.05,0.0,0.0,1.0,0
1,0,0.2403241604061369,0,0,86.5,0.0,0.0,1.0,1
3,1,0.007375233037865566,0,0,14.5,0.0,0.0,1.0,0
3,1,0.8615213000548605,0,0,7.125,0.0,0.0,1.0,0
3,1,-0.7691211915230389,0,0,7.2292,1.0,0.0,0.0,1
1,0,0.4732730877744082,1,2,120.0,0.0,0.0,1.0,1
3,1,-1.0797197613474008,0,0,7.775,0.0,0.0,1.0,0
1,0,1.638017724615765,1,0,77.9583,0.0,0.0,1.0,1
1,1,0.007375233037865566,0,0,39.6,1.0,0.0,0.0,0
3,0,0.04620005426591079,0,0,7.75,0.0,1.0,0.0,0
3,1,0.007375233037865566,1,0,24.15,0.0,1.0,0.0,0
3,1,0.16267451795004645,0,0,8.3625,0.0,0.0,1.0,0
3,1,-0.4585226216986771,0,0,9.5,0.0,0.0,1.0,0
3,1,1.4050687972474936,0,0,7.8542,0.0,0.0,1.0,0
2,0,2.103915579352308,0,0,10.5,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.225,1.0,0.0,0.0,0
2,0,1.870966651984036,1,3,23.0,0.0,0.0,1.0,1
3,1,-0.92442047643522,0,0,7.75,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.75,0.0,1.0,0.0,0
3,0,-1.933865828364396,0,0,12.475,0.0,0.0,1.0,1
3,1,0.007375233037865566,0,0,7.7375,0.0,1.0,0.0,0
1,0,1.0168205849670413,0,1,211.3375,0.0,0.0,1.0,1
3,0,-1.312668688715672,0,0,7.2292,1.0,0.0,0.0,1
1,0,-1.0020701188913104,1,0,57.0,0.0,0.0,1.0,1
1,1,-0.07027440941822488,0,0,30.0,0.0,0.0,1.0,0
3,1,0.007375233037865566,1,2,23.45,0.0,0.0,1.0,0
3,1,-0.3808729792425867,0,0,7.05,0.0,0.0,1.0,0
3,1,-0.3808729792425867,0,0,7.25,0.0,0.0,1.0,0
3,0,-0.92442047643522,0,0,7.4958,0.0,0.0,1.0,1
3,1,-1.7009169009961242,4,1,29.125,0.0,1.0,0.0,0
3,1,-2.2444643981887573,1,2,20.575,0.0,0.0,1.0,1
1,1,1.2497695123353127,0,0,79.2,1.0,0.0,0.0,0
3,1,0.007375233037865566,0,0,7.75,0.0,1.0,0.0,0
2,1,-1.0797197613474008,0,0,26.0,0.0,0.0,1.0,0
3,0,0.007375233037865566,8,2,69.55,0.0,0.0,1.0,0
1,1,0.007375233037865566,0,0,30.6958,1.0,0.0,0.0,0
3,1,-0.3808729792425867,0,0,7.8958,0.0,0.0,1.0,0
2,1,0.7062220151426796,0,0,13.0,0.0,0.0,1.0,0
1,0,1.4827184397035842,0,0,25.9292,0.0,0.0,1.0,1
3,0,0.08502487549395601,0,0,8.6833,0.0,0.0,1.0,1
3,1,0.007375233037865566,0,0,7.2292,1.0,0.0,0.0,0
3,0,0.007375233037865566,1,1,24.15,0.0,0.0,1.0,0
2,1,0.3179738028622274,0,0,13.0,0.0,0.0,1.0,0
2,0,0.08502487549395601,1,1,26.25,0.0,0.0,1.0,1
1,1,-1.467967973627853,1,2,120.0,0.0,0.0,1.0,1
3,1,-2.2895011908132896,0,1,8.5167,1.0,0.0,0.0,1
3,1,-0.22557369433040575,0,0,6.975,0.0,0.0,1.0,1
3,1,0.08502487549395601,0,0,7.775,0.0,0.0,1.0,0
1,1,0.7062220151426796,0,0,0.0,0.0,0.0,1.0,0
3,0,-0.92442047643522,0,0,7.775,0.0,0.0,1.0,0
2,1,0.7062220151426796,0,0,13.0,0.0,0.0,1.0,0
1,0,0.2403241604061369,1,0,53.1,0.0,0.0,1.0,1
3,1,-0.3032233367864962,0,0,7.8875,0.0,0.0,1.0,0
3,1,0.7062220151426796,0,0,24.15,0.0,0.0,1.0,0
2,1,0.3956234453183177,0,0,10.5,0.0,0.0,1.0,0
3,0,-1.8562161859083053,4,2,31.275,0.0,0.0,1.0,0
3,1,0.04620005426591079,0,0,8.05,0.0,0.0,1.0,0
1,1,0.007375233037865566,0,0,0.0,0.0,0.0,1.0,0
3,0,-0.5361722641547676,0,0,7.925,0.0,0.0,1.0,0
2,1,0.08502487549395601,1,1,37.0042,1.0,0.0,0.0,0
3,1,1.0168205849670413,0,0,6.45,0.0,0.0,1.0,0
3,1,-1.5456176160839434,3,2,27.9,0.0,0.0,1.0,0
1,0,1.7156673670718554,1,1,93.5,0.0,0.0,1.0,1
3,1,-0.22557369433040575,0,0,8.6625,0.0,0.0,1.0,1
1,1,0.6285723726865892,0,0,0.0,0.0,0.0,1.0,0
3,0,-0.22557369433040575,0,1,12.475,0.0,0.0,1.0,1
3,1,-2.1668147557326667,4,1,39.6875,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,6.95,0.0,1.0,0.0,0
3,1,0.007375233037865566,0,0,56.4958,0.0,0.0,1.0,0
2,1,-2.2444643981887573,0,2,37.0042,1.0,0.0,0.0,1
3,1,0.007375233037865566,0,0,7.75,0.0,1.0,0.0,1
1,0,2.49216379163276,0,0,80.0,0.0,0.0,1.0,1
3,0,-1.1573694038034912,1,0,14.4542,1.0,0.0,0.0,1
2,1,-2.257664837406293,1,1,18.75,0.0,0.0,1.0,1
3,1,0.007375233037865566,0,0,7.2292,1.0,0.0,0.0,0
3,1,-0.5361722641547676,0,0,7.8542,0.0,0.0,1.0,0
3,1,-0.92442047643522,0,0,8.3,0.0,0.0,1.0,0
1,0,0.7062220151426796,1,1,83.1583,1.0,0.0,0.0,1
3,1,-0.6914715490669485,0,0,8.6625,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,8.05,0.0,0.0,1.0,0
3,1,0.16267451795004645,0,0,56.4958,0.0,0.0,1.0,1
1,1,0.007375233037865566,0,0,29.7,1.0,0.0,0.0,1
3,1,-0.7691211915230389,0,0,7.925,0.0,0.0,1.0,0
2,1,-1.0797197613474008,0,0,10.5,0.0,0.0,1.0,0
1,0,0.007375233037865566,0,0,31.0,1.0,0.0,0.0,1
3,1,0.3567986240902726,0,0,6.4375,1.0,0.0,0.0,0
3,1,-1.0020701188913104,0,0,8.6625,0.0,0.0,1.0,0
3,1,0.9391709425109508,0,0,7.55,0.0,0.0,1.0,0
3,1,0.007375233037865566,8,2,69.55,0.0,0.0,1.0,0
3,1,0.3956234453183177,0,0,7.8958,1.0,0.0,0.0,0
2,1,-0.14792405187431534,0,1,33.0,0.0,0.0,1.0,0
1,0,0.007375233037865566,1,0,89.1042,1.0,0.0,0.0,1
3,1,-2.0115154708204863,4,2,31.275,0.0,0.0,1.0,0
3,1,3.423959501105845,0,0,7.775,0.0,0.0,1.0,0
3,0,-1.6232672585400338,1,1,15.2458,1.0,0.0,0.0,0
1,0,-1.0797197613474008,0,1,39.4,0.0,0.0,1.0,1
2,0,1.0944702274231322,1,0,26.0,0.0,0.0,1.0,0
3,0,-0.92442047643522,0,1,9.35,0.0,0.0,1.0,1
1,0,1.1721198698792223,1,1,164.8667,0.0,0.0,1.0,1
1,1,1.638017724615765,0,0,26.55,0.0,0.0,1.0,1
3,0,-0.4585226216986771,0,3,19.2583,1.0,0.0,0.0,1
3,1,0.007375233037865566,0,0,7.2292,1.0,0.0,0.0,0
3,1,0.8615213000548605,2,0,14.1083,0.0,0.0,1.0,0
2,1,-0.6914715490669485,1,0,11.5,0.0,0.0,1.0,0
1,0,1.4050687972474936,0,0,25.9292,0.0,0.0,1.0,1
3,0,0.007375233037865566,8,2,69.55,0.0,0.0,1.0,0
2,1,-0.4585226216986771,0,0,13.0,0.0,0.0,1.0,0
2,0,0.9391709425109508,0,0,13.0,0.0,0.0,1.0,1
2,0,-0.22557369433040575,1,0,13.8583,1.0,0.0,0.0,1
1,1,0.08502487549395601,0,0,50.4958,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,9.5,0.0,0.0,1.0,0
3,1,-2.0115154708204863,1,1,11.1333,0.0,0.0,1.0,1
3,1,-0.3032233367864962,0,0,7.8958,0.0,0.0,1.0,0
1,0,1.3274191547914032,1,1,52.5542,0.0,0.0,1.0,1
1,1,0.2403241604061369,0,0,5.0,0.0,0.0,1.0,0
3,1,1.3274191547914032,0,0,9.0,0.0,0.0,1.0,0
2,0,-0.14792405187431534,1,0,24.0,1.0,0.0,0.0,1
3,0,-1.1573694038034912,0,0,7.225,1.0,0.0,0.0,1
3,1,-0.7691211915230389,0,0,9.8458,0.0,0.0,1.0,0
3,1,-0.8467708339791293,0,0,7.8958,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.8958,0.0,0.0,1.0,0
1,0,2.026265936896217,0,1,83.1583,1.0,0.0,0.0,1
2,0,-0.3808729792425867,0,1,26.0,0.0,0.0,1.0,1
3,1,0.2403241604061369,0,0,7.8958,0.0,0.0,1.0,0
3,0,-0.6138219066108579,0,0,10.5167,0.0,0.0,1.0,0
2,1,-0.14792405187431534,0,0,10.5,0.0,0.0,1.0,0
3,1,-0.3808729792425867,0,0,7.05,0.0,0.0,1.0,0
3,0,0.7062220151426796,0,5,29.125,0.0,1.0,0.0,0
2,1,-0.22557369433040575,0,0,13.0,0.0,0.0,1.0,0
1,0,-0.8467708339791293,0,0,30.0,0.0,0.0,1.0,1
3,0,0.007375233037865566,1,2,23.45,0.0,0.0,1.0,0
1,1,-0.3032233367864962,0,0,30.0,1.0,0.0,0.0,1
3,1,0.16267451795004645,0,0,7.75,0.0,1.0,0.0,0
3,1,0.3567986240902726,0,0,7.8292,0.0,1.0,0.0,0
3,0,1.3274191547914032,1,0,7.0,0.0,0.0,1.0,1
2,1,2.49216379163276,0,0,9.6875,0.0,1.0,0.0,0
3,1,-0.22557369433040575,0,0,8.6625,0.0,0.0,1.0,0
3,0,-0.6138219066108579,1,1,12.2875,0.0,0.0,1.0,1
3,1,-1.2350190462595816,0,0,9.225,0.0,0.0,1.0,0
3,0,0.007375233037865566,0,0,7.6292,0.0,1.0,0.0,1
2,1,-0.3032233367864962,1,1,29.0,0.0,0.0,1.0,0
3,0,-0.92442047643522,0,0,7.2292,1.0,0.0,0.0,1
3,1,-0.6914715490669485,2,0,24.15,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.8958,0.0,0.0,1.0,0
1,1,1.2497695123353127,0,0,26.0,0.0,0.0,1.0,0
1,0,-0.5361722641547676,1,0,82.2667,0.0,0.0,1.0,1
2,1,2.5698134340888505,1,0,26.0,0.0,0.0,1.0,0
1,0,1.3274191547914032,1,0,61.175,0.0,0.0,1.0,1
2,0,-0.4585226216986771,1,0,27.7208,1.0,0.0,0.0,1
2,1,0.3956234453183177,0,0,12.35,0.0,1.0,0.0,0
3,1,-0.6914715490669485,0,0,7.225,1.0,0.0,0.0,0
3,0,-0.22557369433040575,1,0,7.925,0.0,0.0,1.0,1
3,0,1.1721198698792223,0,0,7.225,1.0,0.0,0.0,1
1,1,1.9486162944401269,1,0,59.4,1.0,0.0,0.0,0
3,1,-1.6232672585400338,0,1,3.1708,0.0,0.0,1.0,0
1,0,0.007375233037865566,0,0,31.6833,0.0,0.0,1.0,1
1,1,-0.6914715490669485,0,1,61.3792,1.0,0.0,0.0,0
1,0,1.4050687972474936,1,3,262.375,1.0,0.0,0.0,1
3,1,1.5603680821596746,1,0,14.5,0.0,0.0,1.0,0
1,0,-0.6138219066108579,0,1,61.9792,1.0,0.0,0.0,1
3,1,-0.5749970853828128,0,0,7.225,1.0,0.0,0.0,0
1,1,0.8615213000548605,0,0,30.5,0.0,0.0,1.0,0
3,1,0.007375233037865566,2,0,21.6792,1.0,0.0,0.0,0
2,1,1.5603680821596746,1,0,26.0,0.0,0.0,1.0,0
2,1,-0.4585226216986771,2,0,31.5,0.0,0.0,1.0,0
3,0,0.2403241604061369,1,2,20.575,0.0,0.0,1.0,1
3,0,0.007375233037865566,1,2,23.45,0.0,0.0,1.0,1
1,1,0.007375233037865566,1,0,57.75,1.0,0.0,0.0,0
3,1,-0.8855956552071746,0,0,7.2292,1.0,0.0,0.0,0
3,0,0.007375233037865566,0,0,8.05,0.0,0.0,1.0,1
3,0,-0.6914715490669485,0,0,8.6625,0.0,0.0,1.0,1
3,1,-0.3808729792425867,0,0,9.5,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,56.4958,0.0,0.0,1.0,0
3,1,0.7062220151426796,0,1,13.4167,1.0,0.0,0.0,0
1,1,0.007375233037865566,0,0,26.55,0.0,0.0,1.0,0
3,1,0.8615213000548605,0,0,7.85,0.0,0.0,1.0,0
2,0,0.007375233037865566,0,0,13.0,0.0,0.0,1.0,1
1,0,1.1721198698792223,1,0,52.5542,0.0,0.0,1.0,1
3,1,-0.3808729792425867,0,0,7.925,0.0,0.0,1.0,0
1,1,1.1721198698792223,0,0,29.7,1.0,0.0,0.0,0
3,1,0.007375233037865566,0,0,7.75,0.0,1.0,0.0,0
1,0,2.336864506720579,0,0,76.2917,1.0,0.0,0.0,1
3,0,0.4732730877744082,0,2,15.9,0.0,0.0,1.0,1
1,1,-0.4585226216986771,1,0,60.0,0.0,0.0,1.0,0
2,1,-0.22557369433040575,0,0,15.0333,1.0,0.0,0.0,0
2,0,-0.7691211915230389,2,1,23.0,0.0,0.0,1.0,1
1,0,-0.14792405187431534,3,2,263.0,0.0,0.0,1.0,1
2,1,0.007375233037865566,0,0,15.5792,1.0,0.0,0.0,0
3,1,-1.5456176160839434,4,1,29.125,0.0,1.0,0.0,0
3,1,0.3956234453183177,0,0,7.8958,0.0,0.0,1.0,0
3,1,-0.3808729792425867,0,0,7.65,0.0,0.0,1.0,0
3,1,0.007375233037865566,1,0,16.1,0.0,0.0,1.0,0
1,0,0.4732730877744082,0,0,262.375,1.0,0.0,0.0,1
3,1,-1.0020701188913104,0,0,7.8958,0.0,0.0,1.0,0
2,1,0.16267451795004645,0,0,13.5,0.0,0.0,1.0,0
3,1,-0.92442047643522,0,0,7.75,0.0,0.0,1.0,0
3,0,-0.6138219066108579,0,0,7.725,0.0,1.0,0.0,1
1,1,-1.312668688715672,2,2,262.375,1.0,0.0,0.0,0
2,0,0.007375233037865566,0,0,21.0,0.0,0.0,1.0,1
3,0,-0.92442047643522,0,0,7.8792,0.0,1.0,0.0,1
1,1,1.3274191547914032,0,0,42.4,0.0,0.0,1.0,0
1,1,0.08502487549395601,0,0,28.5375,1.0,0.0,0.0,0
1,0,2.336864506720579,1,4,263.0,0.0,0.0,1.0,1
3,0,-0.4585226216986771,0,0,7.75,0.0,1.0,0.0,1
3,1,-0.6914715490669485,0,0,7.8958,0.0,0.0,1.0,0
3,0,-0.07027440941822488,0,0,7.925,0.0,0.0,1.0,1
1,1,-0.10909923064627013,0,0,27.7208,1.0,0.0,0.0,0
1,0,0.3956234453183177,0,0,211.5,1.0,0.0,0.0,1
1,1,0.20149933917809168,0,0,211.5,1.0,0.0,0.0,0
3,1,0.007375233037865566,0,0,8.05,0.0,0.0,1.0,0
1,0,1.9486162944401269,2,0,25.7,0.0,0.0,1.0,1
2,1,0.007375233037865566,0,0,13.0,0.0,0.0,1.0,0
3,0,-0.4585226216986771,0,0,7.75,0.0,1.0,0.0,1
3,1,-1.8562161859083053,1,1,15.2458,1.0,0.0,0.0,0
1,1,2.8804120039132117,1,0,221.7792,0.0,0.0,1.0,0
1,1,1.4827184397035842,0,0,26.0,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.8958,0.0,0.0,1.0,0
2,1,0.007375233037865566,0,0,10.7083,0.0,1.0,0.0,0
3,1,0.007375233037865566,1,0,14.4542,1.0,0.0,0.0,0
3,0,-0.22557369433040575,0,0,7.8792,0.0,1.0,0.0,1
3,0,-0.92442047643522,0,0,8.05,0.0,0.0,1.0,1
3,0,0.007375233037865566,0,0,7.75,0.0,1.0,0.0,1
2,1,-2.1668147557326667,1,1,23.0,0.0,0.0,1.0,0
