Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S,Survival
3,0,-0.6138219066108579,1,0,13.9,0.0,0.0,1.0,1
3,1,0.007375233037865566,0,0,7.775,0.0,0.0,1.0,0
1,0,-0.22557369433040575,1,2,52.0,0.0,0.0,1.0,1
3,1,0.007375233037865566,0,0,8.05,0.0,0.0,1.0,0
1,1,-0.3808729792425867,0,0,26.0,1.0,0.0,0.0,0
3,1,-0.3808729792425867,0,0,7.7958,0.0,0.0,1.0,0
1,0,3.5792587860180265,1,0,78.85,0.0,0.0,1.0,1
3,1,-0.07027440941822488,0,0,7.925,0.0,0.0,1.0,0
3,0,-0.7691211915230389,0,0,7.8542,0.0,0.0,1.0,1
3,1,0.2403241604061369,0,0,8.05,0.0,0.0,1.0,0
1,0,1.0168205849670413,1,0,55.4417,1.0,0.0,0.0,1
2,1,-0.22557369433040575,1,0,26.0,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.75,0.0,1.0,0.0,0
3,1,-0.3032233367864962,0,0,7.775,0.0,0.0,1.0,0
3,0,-1.0797197613474008,1,1,8.5167,1.0,0.0,0.0,1
3,1,-0.14792405187431534,0,0,22.525,0.0,0.0,1.0,0
3,1,-0.6914715490669485,0,0,7.8208,0.0,1.0,0.0,0
3,1,0.007375233037865566,0,0,7.75,0.0,1.0,0.0,0
3,1,0.007375233037865566,0,0,8.7125,0.0,0.0,1.0,0
2,1,-0.8855956552071746,0,0,13.0,0.0,0.0,1.0,0
2,1,0.8615213000548605,0,0,15.0458,1.0,0.0,0.0,0
3,0,0.007375233037865566,0,0,7.7792,0.0,1.0,0.0,1
1,0,0.4732730877744082,0,0,31.6792,1.0,0.0,0.0,1
3,0,-0.8855956552071746,0,0,7.2833,0.0,1.0,0.0,1
1,0,2.5698134340888505,1,0,221.7792,0.0,0.0,1.0,1
3,1,-0.92442047643522,1,0,14.4542,1.0,0.0,0.0,0
3,1,0.007375233037865566,0,0,6.4375,1.0,0.0,0.0,0
3,0,-2.2444643981887573,1,1,16.7,0.0,0.0,1.0,1
1,1,0.4732730877744082,0,0,75.2417,1.0,0.0,0.0,0
2,0,-0.07027440941822488,1,0,26.0,0.0,0.0,1.0,1
2,0,-1.3903183311717624,0,0,15.75,0.0,0.0,1.0,1
3,1,0.007375233037865566,1,0,7.75,0.0,1.0,0.0,0
1,0,0.3956234453183177,1,0,57.75,1.0,0.0,0.0,1
3,1,-0.14792405187431534,0,0,7.25,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.75,0.0,1.0,0.0,0
3,0,-1.0020701188913104,0,1,16.1,0.0,0.0,1.0,1
3,1,-0.6138219066108579,0,0,7.7958,0.0,0.0,1.0,0
3,0,0.007375233037865566,2,0,23.25,0.0,1.0,0.0,1
2,1,0.9391709425109508,0,0,13.0,0.0,0.0,1.0,0
3,1,-0.4585226216986771,0,0,8.05,0.0,0.0,1.0,0
3,1,0.16267451795004645,0,0,8.05,0.0,0.0,1.0,0
1,1,1.7933170095279458,0,0,28.5,1.0,0.0,0.0,0
3,0,0.007375233037865566,0,4,25.4667,0.0,0.0,1.0,1
3,1,0.007375233037865566,1,0,6.4375,1.0,0.0,0.0,0
3,1,1.0168205849670413,0,0,7.8958,0.0,0.0,1.0,0
3,1,-0.4585226216986771,0,0,7.8542,0.0,0.0,1.0,0
3,1,-0.264398515558451,0,0,7.225,1.0,0.0,0.0,0
2,1,-0.3032233367864962,0,0,13.0,0.0,0.0,1.0,0
3,0,-0.5361722641547676,0,0,8.05,0.0,0.0,1.0,1
3,1,0.7838716575987701,1,6,46.9,0.0,0.0,1.0,0
3,0,-1.5456176160839434,5,2,46.9,0.0,0.0,1.0,1
1,0,0.2403241604061369,0,0,151.55,0.0,0.0,1.0,1
1,1,2.4145141491766693,1,3,262.375,1.0,0.0,0.0,0
2,1,-0.14792405187431534,0,0,26.0,0.0,0.0,1.0,0
1,1,0.9391709425109508,0,0,26.55,0.0,0.0,1.0,0
3,1,0.08502487549395601,3,0,18.0,0.0,0.0,1.0,0
1,1,0.007375233037865566,0,0,51.8625,0.0,0.0,1.0,0
3,1,-0.6138219066108579,0,0,8.05,0.0,0.0,1.0,0
1,1,0.007375233037865566,0,0,26.55,0.0,0.0,1.0,0
2,1,0.007375233037865566,1,1,26.0,0.0,0.0,1.0,0
1,0,-0.5361722641547676,0,1,83.1583,1.0,0.0,0.0,1
3,1,0.007375233037865566,0,0,7.8958,1.0,0.0,0.0,0
3,1,2.3756893279486238,0,0,33.0,0.0,0.0,1.0,0
3,0,0.4732730877744082,0,2,12.1833,0.0,0.0,1.0,1
3,1,-1.312668688715672,4,2,31.3875,0.0,0.0,1.0,0
3,1,-0.4585226216986771,0,0,7.55,0.0,0.0,1.0,0
1,0,-0.07027440941822488,0,0,221.7792,0.0,0.0,1.0,1
3,0,-0.5361722641547676,0,0,7.8542,0.0,0.0,1.0,1
1,1,0.9391709425109508,0,0,26.55,0.0,0.0,1.0,0
3,0,-0.3032233367864962,0,2,13.775,0.0,0.0,1.0,1
3,0,0.007375233037865566,0,0,7.7333,0.0,1.0,0.0,1
3,1,-1.7785665434522149,1,1,15.2458,1.0,0.0,0.0,0
2,0,-0.3032233367864962,0,0,13.5,0.0,0.0,1.0,1
3,1,0.007375233037865566,0,0,7.0,0.0,0.0,1.0,0
2,1,0.8615213000548605,0,0,13.0,0.0,0.0,1.0,0
3,0,-0.3032233367864962,1,1,22.025,0.0,0.0,1.0,1
1,1,1.4050687972474936,0,0,50.4958,1.0,0.0,0.0,0
3,1,-0.92442047643522,2,2,34.375,0.0,0.0,1.0,0
1,0,0.007375233037865566,0,0,27.7208,1.0,0.0,0.0,1
3,0,-0.6138219066108579,0,0,8.9625,0.0,0.0,1.0,1
3,1,0.007375233037865566,0,0,7.55,0.0,0.0,1.0,0
3,1,-0.22557369433040575,0,0,7.225,1.0,0.0,0.0,0
3,1,-0.5361722641547676,1,0,13.9,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.2292,1.0,0.0,0.0,0
3,1,0.7838716575987701,1,5,31.3875,0.0,0.0,1.0,0
2,0,-1.1573694038034912,0,2,39.0,0.0,0.0,1.0,1
2,0,-0.7691211915230389,0,0,36.75,0.0,0.0,1.0,1
1,1,1.870966651984036,1,0,55.4417,1.0,0.0,0.0,0
2,0,0.4732730877744082,0,3,39.0,0.0,0.0,1.0,1
1,0,2.6474630765449407,0,2,83.1583,1.0,0.0,0.0,1
2,1,0.007375233037865566,0,0,13.0,0.0,0.0,1.0,0
1,1,0.5509227302304988,1,1,83.1583,1.0,0.0,0.0,0
1,0,-0.92442047643522,1,0,53.1,0.0,0.0,1.0,1
3,1,0.007375233037865566,0,0,7.75,0.0,1.0,0.0,0
1,0,-0.22557369433040575,1,1,247.5208,1.0,0.0,0.0,1
2,1,0.7838716575987701,0,0,16.0,0.0,0.0,1.0,0
2,0,-0.6914715490669485,0,1,21.0,0.0,0.0,1.0,1
3,1,-1.0020701188913104,2,0,8.05,0.0,0.0,1.0,0
3,0,0.007375233037865566,8,2,69.55,0.0,0.0,1.0,1
2,1,0.7838716575987701,0,0,13.0,0.0,0.0,1.0,0
2,1,0.3179738028622274,1,0,26.0,0.0,0.0,1.0,0
1,1,0.007375233037865566,0,0,26.0,0.0,0.0,1.0,0
3,1,-1.4291431523998075,1,1,14.5,0.0,0.0,1.0,0
2,1,2.4145141491766693,0,0,12.35,0.0,1.0,0.0,0
2,1,-1.7009169009961242,0,2,32.5,0.0,0.0,1.0,0
3,1,0.2403241604061369,0,0,7.8542,0.0,0.0,1.0,0
1,1,-1.8562161859083053,0,2,134.5,1.0,0.0,0.0,0
3,0,-0.92442047643522,0,0,7.775,0.0,0.0,1.0,1
2,1,-0.5361722641547676,0,0,10.5,0.0,0.0,1.0,0
3,0,0.007375233037865566,0,0,8.1125,0.0,0.0,1.0,1
3,0,0.007375233037865566,0,0,15.5,0.0,1.0,0.0,1
3,1,-2.296489658634338,0,2,14.4,0.0,0.0,1.0,0
1,1,1.3274191547914032,1,0,227.525,1.0,0.0,0.0,0
2,0,-1.7009169009961242,1,1,26.0,0.0,0.0,1.0,1
2,1,-0.3808729792425867,0,0,10.5,0.0,0.0,1.0,0
1,1,0.007375233037865566,0,0,25.7417,1.0,0.0,0.0,0
3,0,0.3956234453183177,0,0,7.75,0.0,1.0,0.0,1
2,1,-0.4585226216986771,0,0,10.5,0.0,0.0,1.0,0
1,0,0.2403241604061369,0,0,27.7208,1.0,0.0,0.0,1
3,1,-0.3808729792425867,0,0,7.8958,0.0,0.0,1.0,0
3,1,0.16267451795004645,0,0,22.525,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.05,0.0,0.0,1.0,0
2,1,-1.0020701188913104,0,0,73.5,0.0,0.0,1.0,0
2,0,2.336864506720579,1,0,26.0,0.0,0.0,1.0,1
3,0,0.6285723726865892,4,2,7.775,0.0,0.0,1.0,1
1,1,0.9391709425109508,0,0,42.5,0.0,0.0,1.0,0
3,0,0.007375233037865566,0,0,7.8792,0.0,1.0,0.0,1
1,1,2.103915579352308,1,1,164.8667,0.0,0.0,1.0,0
1,0,1.5603680821596746,1,1,211.5,1.0,0.0,0.0,1
3,1,0.007375233037865566,0,0,8.05,0.0,0.0,1.0,0
2,0,0.007375233037865566,1,0,13.8583,1.0,0.0,0.0,1
3,1,-0.6914715490669485,0,0,8.05,0.0,0.0,1.0,0
2,0,-0.6138219066108579,0,0,10.5,0.0,0.0,1.0,1
3,1,-0.6914715490669485,0,0,7.7958,0.0,0.0,1.0,0
1,0,1.7933170095279458,0,0,27.4458,1.0,0.0,0.0,1
3,0,0.007375233037865566,0,2,15.2458,1.0,0.0,0.0,1
3,1,-0.5361722641547676,0,0,7.7958,0.0,0.0,1.0,0
3,0,0.007375233037865566,0,0,7.75,0.0,1.0,0.0,1
3,1,0.8226964788268153,0,0,15.1,0.0,0.0,1.0,0
2,1,0.4732730877744082,0,0,13.0,0.0,0.0,1.0,0
2,1,-1.2350190462595816,0,0,65.0,0.0,0.0,1.0,0
1,0,-0.6914715490669485,0,0,26.55,0.0,0.0,1.0,1
3,1,-0.6914715490669485,1,0,6.4958,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.8792,0.0,1.0,0.0,0
1,1,0.7062220151426796,1,0,71.2833,1.0,0.0,0.0,0
3,1,-0.7691211915230389,0,0,7.8542,0.0,0.0,1.0,0
1,1,2.6474630765449407,1,0,75.25,1.0,0.0,0.0,0
3,1,-0.7691211915230389,0,0,7.225,1.0,0.0,0.0,0
2,0,-0.92442047643522,1,1,13.0,0.0,0.0,1.0,1
1,0,1.4050687972474936,1,0,106.425,1.0,0.0,0.0,1
1,0,1.9486162944401269,0,0,27.7208,1.0,0.0,0.0,1
2,0,1.1721198698792223,0,2,30.0,0.0,0.0,1.0,1
1,1,1.1721198698792223,1,1,134.5,1.0,0.0,0.0,0
3,1,0.007375233037865566,0,0,7.8875,0.0,0.0,1.0,0
3,1,0.007375233037865566,1,2,23.45,0.0,0.0,1.0,0
1,1,0.8615213000548605,1,0,51.8625,0.0,0.0,1.0,0
2,0,-0.6138219066108579,0,0,21.0,0.0,0.0,1.0,1
2,1,0.9391709425109508,1,1,32.5,0.0,0.0,1.0,0
2,0,-0.07027440941822488,1,0,26.0,0.0,0.0,1.0,1
3,0,0.007375233037865566,1,0,14.4542,1.0,0.0,0.0,1
2,0,-2.2506763695852445,1,2,27.75,0.0,0.0,1.0,1
3,1,-0.7691211915230389,0,0,7.925,0.0,0.0,1.0,0
1,1,-0.22557369433040575,1,0,136.7792,1.0,0.0,0.0,0
3,1,-0.4585226216986771,0,0,9.325,0.0,0.0,1.0,0
3,1,0.20149933917809168,0,0,9.5,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.55,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.75,0.0,1.0,0.0,0
3,1,-0.14792405187431534,0,0,8.05,0.0,0.0,1.0,0
2,0,-0.8467708339791293,0,0,13.0,0.0,0.0,1.0,1
3,1,-0.6914715490669485,0,0,7.775,0.0,0.0,1.0,0
3,1,0.5120979090024534,1,0,17.4,0.0,0.0,1.0,0
3,1,-0.6914715490669485,0,0,7.8542,0.0,0.0,1.0,0
2,0,-0.07027440941822488,0,2,23.0,0.0,0.0,1.0,1
3,0,-2.2444643981887573,1,1,12.1833,0.0,0.0,1.0,1
2,1,0.007375233037865566,0,0,12.7375,1.0,0.0,0.0,0
3,1,0.007375233037865566,0,0,7.8958,0.0,0.0,1.0,0
1,1,0.007375233037865566,0,0,0.0,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.55,0.0,0.0,1.0,0
3,0,0.007375233037865566,0,0,8.05,0.0,0.0,1.0,1
3,1,-1.0020701188913104,0,0,8.6625,0.0,0.0,1.0,0
1,1,1.2497695123353127,0,0,75.2417,1.0,0.0,0.0,0
3,1,0.007375233037865566,0,0,7.75,0.0,1.0,0.0,0
1,0,-0.3032233367864962,1,0,136.7792,1.0,0.0,0.0,1
3,0,0.007375233037865566,1,0,15.5,0.0,1.0,0.0,1
3,1,0.007375233037865566,0,0,7.225,1.0,0.0,0.0,0
2,0,-0.7691211915230389,1,0,26.0,0.0,0.0,1.0,1
2,1,-0.14792405187431534,0,0,10.5,0.0,0.0,1.0,0
2,1,0.7838716575987701,1,0,26.0,0.0,0.0,1.0,0
2,1,0.007375233037865566,1,0,21.0,0.0,0.0,1.0,0
2,1,-0.6138219066108579,0,0,10.5,0.0,0.0,1.0,0
3,0,-0.5361722641547676,0,0,8.6625,0.0,0.0,1.0,1
3,1,-2.26387680880278,1,1,13.775,0.0,0.0,1.0,0
3,0,0.007375233037865566,0,0,7.75,0.0,1.0,0.0,1
3,0,-1.6232672585400338,1,1,15.2458,1.0,0.0,0.0,1
3,0,-2.1668147557326667,1,1,20.2125,0.0,0.0,1.0,1
3,1,0.4732730877744082,0,0,7.25,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.25,0.0,0.0,1.0,0
1,1,-0.4585226216986771,1,0,82.2667,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.2292,1.0,0.0,0.0,0
3,1,0.007375233037865566,0,0,8.05,0.0,0.0,1.0,0
1,1,0.007375233037865566,0,0,39.6,0.0,0.0,1.0,0
3,0,0.007375233037865566,0,0,6.95,0.0,1.0,0.0,1
3,1,0.007375233037865566,0,0,7.2292,1.0,0.0,0.0,0
1,1,1.7933170095279458,1,1,81.8583,0.0,0.0,1.0,0
3,1,0.4732730877744082,0,0,9.5,0.0,0.0,1.0,0
3,1,-0.3032233367864962,0,0,7.8958,0.0,0.0,1.0,0
2,0,-2.2444643981887573,1,2,41.5792,1.0,0.0,0.0,1
3,1,0.007375233037865566,2,0,21.6792,1.0,0.0,0.0,0
1,1,0.007375233037865566,0,0,45.5,0.0,0.0,1.0,0
3,1,-0.07027440941822488,0,0,7.8542,0.0,0.0,1.0,0
3,1,0.16267451795004645,0,0,7.775,0.0,0.0,1.0,0
2,1,0.007375233037865566,0,0,15.0458,1.0,0.0,0.0,0
2,1,1.0168205849670413,0,1,21.0,0.0,0.0,1.0,0
3,1,-0.4585226216986771,0,0,8.6625,0.0,0.0,1.0,0
3,0,0.007375233037865566,0,0,7.75,0.0,1.0,0.0,1
1,0,2.6474630765449407,1,1,26.55,0.0,0.0,1.0,1
1,1,0.007375233037865566,1,2,151.55,0.0,0.0,1.0,0
3,1,-2.257664837406293,0,1,9.35,0.0,0.0,1.0,0
1,1,1.9486162944401269,1,1,93.5,0.0,0.0,1.0,0
3,0,1.1721198698792223,1,0,14.1083,0.0,0.0,1.0,1
3,1,-0.92442047643522,0,0,8.6625,0.0,0.0,1.0,0
3,1,-0.6138219066108579,0,0,7.225,1.0,0.0,0.0,0
3,1,0.007375233037865566,0,0,7.575,0.0,0.0,1.0,0
3,0,0.5509227302304988,0,0,7.75,0.0,1.0,0.0,1
1,0,1.9486162944401269,0,0,135.6333,1.0,0.0,0.0,1
3,0,-1.0020701188913104,0,0,7.7333,0.0,1.0,0.0,1
1,1,2.103915579352308,1,0,146.5208,1.0,0.0,0.0,0
2,1,-0.8467708339791293,0,0,10.5,0.0,0.0,1.0,0
3,1,-0.22557369433040575,0,0,7.8542,0.0,0.0,1.0,0
2,1,-0.6138219066108579,2,0,31.5,0.0,0.0,1.0,0
3,1,-0.3032233367864962,0,0,7.775,0.0,0.0,1.0,0
3,1,-0.3808729792425867,0,0,7.2292,1.0,0.0,0.0,0
2,1,-0.3032233367864962,0,0,13.0,0.0,0.0,1.0,0
1,1,0.2403241604061369,0,0,26.55,0.0,0.0,1.0,0
1,0,0.7062220151426796,0,0,211.3375,0.0,0.0,1.0,1
3,1,-0.5361722641547676,0,0,7.05,0.0,0.0,1.0,0
2,0,-1.3903183311717624,2,1,39.0,0.0,0.0,1.0,1
1,1,1.2497695123353127,0,0,79.2,1.0,0.0,0.0,0
2,1,-0.07027440941822488,1,0,26.0,0.0,0.0,1.0,0
2,1,-0.6914715490669485,0,0,13.0,0.0,0.0,1.0,0
2,0,1.4050687972474936,0,2,36.75,0.0,0.0,1.0,1
1,1,0.7062220151426796,0,0,29.7,1.0,0.0,0.0,0
3,1,0.007375233037865566,0,0,7.225,1.0,0.0,0.0,0
3,0,-0.8467708339791293,1,1,15.7417,1.0,0.0,0.0,1
3,1,-0.22557369433040575,0,0,7.8958,0.0,0.0,1.0,0
1,1,0.007375233037865566,0,0,26.0,0.0,0.0,1.0,0
2,1,0.16267451795004645,0,0,13.0,0.0,0.0,1.0,0
3,1,0.7062220151426796,0,2,7.2292,1.0,0.0,0.0,0
2,1,-0.3808729792425867,0,0,31.5,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.2292,1.0,0.0,0.0,0
2,1,-0.92442047643522,0,0,10.5,0.0,0.0,1.0,0
3,1,0.16267451795004645,0,0,7.5792,0.0,0.0,1.0,0
3,1,0.007375233037865566,1,9,69.55,0.0,0.0,1.0,0
1,0,2.1815652218083983,0,1,512.3292,1.0,0.0,0.0,1
3,1,0.007375233037865566,1,1,14.5,0.0,0.0,1.0,0
3,0,-1.0797197613474008,0,0,7.65,0.0,0.0,1.0,1
2,1,-0.3032233367864962,0,0,13.0,0.0,0.0,1.0,0
3,0,0.6285723726865892,0,0,7.2292,1.0,0.0,0.0,1
2,1,-0.4585226216986771,0,0,13.5,0.0,0.0,1.0,0
2,0,0.08502487549395601,0,0,21.0,0.0,0.0,1.0,1
1,0,1.1721198698792223,0,1,63.3583,1.0,0.0,0.0,1
2,1,-0.3808729792425867,0,0,10.5,0.0,0.0,1.0,0
2,1,-0.92442047643522,0,0,73.5,0.0,0.0,1.0,0
2,1,1.4827184397035842,1,2,65.0,0.0,0.0,1.0,0
3,0,-2.3089136014273124,1,2,20.575,0.0,0.0,1.0,1
1,1,1.5603680821596746,0,0,26.0,0.0,0.0,1.0,0
1,0,2.2592148642644885,2,0,51.4792,0.0,0.0,1.0,1
3,1,0.007375233037865566,0,0,7.8792,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.75,0.0,1.0,0.0,0
3,0,0.007375233037865566,1,0,15.55,0.0,0.0,1.0,1
3,1,-1.1961942250315365,8,2,69.55,0.0,0.0,1.0,0
2,0,-0.4585226216986771,1,1,37.0042,1.0,0.0,0.0,1
2,0,0.08502487549395601,0,0,21.0,0.0,0.0,1.0,1
3,1,-0.22557369433040575,0,0,8.6625,0.0,0.0,1.0,0
1,0,-0.3808729792425867,1,0,55.4417,1.0,0.0,0.0,1
3,0,0.007375233037865566,1,9,69.55,0.0,0.0,1.0,1
3,1,0.007375233037865566,1,0,14.4583,1.0,0.0,0.0,0
3,0,-0.6138219066108579,0,0,39.6875,0.0,0.0,1.0,1
1,0,1.1721198698792223,0,1,59.4,1.0,0.0,0.0,1
2,1,-0.07027440941822488,0,0,13.8583,1.0,0.0,0.0,0
2,1,-0.6914715490669485,1,0,11.5,0.0,0.0,1.0,0
1,0,0.08502487549395601,0,0,134.5,1.0,0.0,0.0,1
1,1,1.4827184397035842,0,0,0.0,0.0,0.0,1.0,0
2,1,1.0944702274231322,0,0,13.0,0.0,0.0,1.0,0
1,0,1.870966651984036,1,1,81.8583,0.0,0.0,1.0,1
1,0,1.1721198698792223,0,0,262.375,1.0,0.0,0.0,1
3,0,-0.6138219066108579,2,0,8.6625,0.0,0.0,1.0,1
2,1,-0.6914715490669485,0,0,11.5,0.0,0.0,1.0,0
1,1,1.9486162944401269,0,0,50.0,0.0,0.0,1.0,0
3,1,-1.933865828364396,4,2,31.3875,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,7.75,0.0,1.0,0.0,0
3,1,-0.3032233367864962,0,0,7.8792,0.0,1.0,0.0,0
3,0,0.007375233037865566,0,0,14.5,0.0,0.0,1.0,1
3,0,-0.8467708339791293,1,0,16.1,0.0,0.0,1.0,1
2,1,0.007375233037865566,0,0,12.875,0.0,0.0,1.0,0
2,0,-0.4585226216986771,1,2,65.0,0.0,0.0,1.0,1
3,1,-0.4585226216986771,0,0,7.775,0.0,0.0,1.0,0
2,1,2.103915579352308,0,0,13.0,0.0,0.0,1.0,0
3,1,-0.6914715490669485,0,0,7.75,0.0,1.0,0.0,0
3,1,-1.8562161859083053,3,1,21.075,0.0,0.0,1.0,0
1,1,-0.5361722641547676,0,0,93.5,0.0,0.0,1.0,0
1,0,1.638017724615765,0,1,39.4,0.0,0.0,1.0,1
3,1,-1.312668688715672,0,2,20.25,0.0,0.0,1.0,0
2,1,1.3274191547914032,0,0,10.5,0.0,0.0,1.0,0
3,1,-0.07027440941822488,3,1,22.025,0.0,0.0,1.0,0
1,0,-0.92442047643522,1,0,60.0,0.0,0.0,1.0,1
3,1,-0.4585226216986771,0,0,7.25,0.0,1.0,0.0,0
1,0,1.4050687972474936,1,1,79.2,1.0,0.0,0.0,1
3,1,-0.6138219066108579,0,0,7.775,0.0,0.0,1.0,0
3,1,0.08502487549395601,0,0,7.7333,0.0,1.0,0.0,0
1,0,0.007375233037865566,0,0,164.8667,0.0,0.0,1.0,1
2,1,0.6285723726865892,1,0,21.0,0.0,0.0,1.0,0
1,0,-0.6138219066108579,0,1,59.4,1.0,0.0,0.0,1
1,1,-1.0020701188913104,0,0,47.1,0.0,0.0,1.0,0
1,1,1.0168205849670413,1,0,27.7208,1.0,0.0,0.0,0
2,1,-0.7691211915230389,0,0,13.8625,1.0,0.0,0.0,0
2,1,-0.5361722641547676,1,0,10.5,0.0,0.0,1.0,0
1,1,1.5603680821596746,1,1,211.5,1.0,0.0,0.0,0
3,0,0.007375233037865566,0,0,7.7208,0.0,1.0,0.0,1
3,0,-2.0891651132765765,1,1,13.775,0.0,0.0,1.0,1
3,0,0.007375233037865566,0,0,7.75,0.0,1.0,0.0,1
1,0,0.5509227302304988,1,0,90.0,0.0,1.0,0.0,1
3,0,-0.14792405187431534,0,0,7.775,0.0,0.0,1.0,1
3,1,0.007375233037865566,0,0,8.05,0.0,0.0,1.0,0
1,0,0.7062220151426796,0,0,108.9,1.0,0.0,0.0,1
3,1,0.6673971939146344,0,0,7.25,0.0,0.0,1.0,0
3,1,0.007375233037865566,0,0,8.05,0.0,0.0,1.0,0
3,1,0.007375233037865566,1,1,22.3583,1.0,0.0,0.0,0
